inventory_price_id,offer_description,offer_percent,offer_quantity,offers,unit_price,order_id,inventory_id,offer_expiry_date
624,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,53.75,,No,35.81,624,624,8/19/2019
625,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,55.19,,No,65.43,625,625,5/6/2019
626,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,41.38,,Yes,56.33,626,626,9/6/2019
627,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,20.12,,Yes,45.34,627,627,9/2/2019
628,tristique fusce congue diam id ornare imperdiet sapien urna pretium,9.48,,Yes,42.13,628,628,11/23/2019
629,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,60.21,,No,51.19,629,629,12/3/2019
630,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,37.97,,No,37.38,630,630,10/29/2019
631,maecenas tincidunt lacus at velit vivamus vel nulla eget eros,50.5,,Yes,40.54,631,631,5/13/2019
632,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,4.15,,Yes,71.12,632,632,8/15/2019
633,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,69.97,,Yes,47.43,633,633,10/29/2019
634,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,72.56,,Yes,28.47,634,634,12/9/2019
635,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,62.92,,Yes,47.43,635,635,7/6/2019
636,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,64.51,,Yes,32.02,636,636,12/26/2019
637,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,20.13,,No,47.55,637,637,5/8/2019
638,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,49.94,,Yes,51.31,638,638,5/2/2019
639,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,50.18,,No,25.33,639,639,11/10/2019
640,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,41.63,,No,54.15,640,640,7/4/2019
641,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,57.98,,No,55.31,641,641,9/10/2019
642,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,65.94,,Yes,51.53,642,642,10/14/2019
643,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,26.13,,Yes,66.8,643,643,10/20/2019
644,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,31.43,,No,68.46,644,644,5/16/2019
645,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,73.27,,Yes,58.1,645,645,8/18/2019
646,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,30.68,,Yes,51.13,646,646,10/14/2019
647,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,63.21,,Yes,31.97,647,647,10/2/2019
648,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,74.0,,No,27.81,648,648,8/20/2019
649,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,8.95,,No,63.62,649,649,6/28/2019
650,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,42.26,,Yes,42.57,650,650,7/7/2019
651,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,45.89,,Yes,50.38,651,651,9/2/2019
652,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,60.48,,No,58.94,652,652,9/21/2019
653,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,8.07,,No,34.07,653,653,12/13/2019
654,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,7.69,,Yes,53.81,654,654,12/12/2019
655,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,37.06,,Yes,36.99,655,655,11/12/2019
656,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,61.44,,No,44.21,656,656,11/3/2019
657,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,6.92,,Yes,66.36,657,657,7/14/2019
658,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,37.15,,Yes,31.19,658,658,10/13/2019
659,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,8.14,,Yes,68.87,659,659,5/15/2019
660,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,77.33,,Yes,70.86,660,660,6/16/2019
661,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,50.09,,Yes,32.24,661,661,6/12/2019
662,amet sem fusce consequat nulla nisl nunc nisl duis bibendum,19.01,,No,46.66,662,662,12/23/2019
663,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,27.03,,No,50.33,663,663,11/25/2019
664,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,13.04,,Yes,45.11,664,664,10/19/2019
665,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,71.32,,No,63.01,665,665,6/30/2019
666,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,36.02,,No,31.19,666,666,6/2/2019
667,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,65.09,,No,53.58,667,667,9/3/2019
668,lacinia aenean sit amet justo morbi ut odio cras mi,67.6,,No,38.85,668,668,12/29/2019
669,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,66.55,,No,48.52,669,669,5/19/2019
670,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,77.24,,Yes,36.95,670,670,6/29/2019
671,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,3.42,,Yes,46.68,671,671,12/16/2019
672,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,27.67,,No,60.37,672,672,7/4/2019
673,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,15.84,,No,69.89,673,673,7/15/2019
674,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,33.86,,Yes,43.37,674,674,5/12/2019
675,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,77.93,,Yes,29.98,675,675,8/5/2019
676,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,38.23,,Yes,62.46,676,676,7/23/2019
677,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,71.15,,No,46.96,677,677,5/17/2019
678,felis eu sapien cursus vestibulum proin eu mi nulla ac enim,38.02,,No,42.5,678,678,6/19/2019
679,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,44.38,,Yes,57.16,679,679,10/16/2019
680,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,3.66,,No,49.74,680,680,11/19/2019
681,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,66.9,,No,42.02,681,681,5/24/2019
682,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,36.64,,Yes,53.61,682,682,7/13/2019
683,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,79.3,,No,39.53,683,683,5/4/2019
684,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,7.0,,Yes,51.57,684,684,7/13/2019
685,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,0.61,,Yes,40.02,685,685,6/20/2019
686,porttitor lorem id ligula suspendisse ornare consequat lectus in est,9.27,,No,51.92,686,686,11/17/2019
687,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,15.24,,No,32.31,687,687,8/31/2019
688,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,79.52,,Yes,61.31,688,688,6/8/2019
689,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,21.8,,Yes,54.45,689,689,9/23/2019
690,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,54.91,,No,59.94,690,690,8/7/2019
691,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,8.21,,No,40.99,691,691,11/13/2019
692,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,33.26,,Yes,41.44,692,692,9/2/2019
693,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,38.55,,Yes,56.86,693,693,11/3/2019
694,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,68.43,,Yes,40.65,694,694,6/18/2019
695,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,34.26,,Yes,43.46,695,695,7/16/2019
696,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,36.69,,No,58.0,696,696,10/19/2019
697,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,31.07,,No,40.53,697,697,5/11/2019
698,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,65.08,,Yes,46.08,698,698,5/6/2019
699,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,10.39,,Yes,60.12,699,699,9/5/2019
700,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,46.64,,No,25.53,700,700,10/19/2019
701,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,18.7,,No,52.85,701,701,6/27/2019
702,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,78.4,,No,40.25,702,702,12/1/2019
703,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,36.93,,Yes,55.63,703,703,5/10/2019
704,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,55.83,,No,50.84,704,704,10/28/2019
705,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,66.39,,Yes,52.09,705,705,5/30/2019
706,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,19.58,,No,52.82,706,706,5/19/2019
707,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,23.96,,No,55.15,707,707,9/1/2019
708,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,28.99,,No,56.5,708,708,11/29/2019
709,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,45.17,,Yes,22.33,709,709,9/10/2019
710,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,8.45,,No,42.28,710,710,7/17/2019
711,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,8.45,,Yes,68.06,711,711,10/14/2019
712,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,7.82,,Yes,53.26,712,712,10/19/2019
713,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,72.94,,No,57.18,713,713,11/17/2019
714,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,12.45,,No,53.87,714,714,10/18/2019
715,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,49.83,,No,28.87,715,715,5/29/2019
716,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,43.85,,Yes,47.17,716,716,6/27/2019
717,amet turpis elementum ligula vehicula consequat morbi a ipsum integer,32.71,,No,51.85,717,717,8/31/2019
718,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,16.26,,No,44.44,718,718,6/17/2019
719,nunc proin at turpis a pede posuere nonummy integer non velit donec diam,49.88,,Yes,51.71,719,719,9/12/2019
720,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,6.29,,Yes,49.07,720,720,10/8/2019
721,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,15.1,,Yes,61.51,721,721,6/22/2019
722,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,30.46,,No,46.32,722,722,10/6/2019
723,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,32.75,,No,28.96,723,723,6/9/2019
724,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,69.19,,No,52.68,724,724,9/9/2019
725,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,64.88,,No,41.59,725,725,11/17/2019
726,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,72.23,,No,57.74,726,726,6/19/2019
727,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,45.0,,No,62.19,727,727,12/26/2019
728,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,56.6,,No,57.71,728,728,9/22/2019
729,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,33.05,,No,41.26,729,729,7/8/2019
730,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,72.77,,No,50.97,730,730,12/11/2019
731,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,17.93,,Yes,46.43,731,731,11/16/2019
732,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,64.13,,Yes,44.85,732,732,5/14/2019
733,in porttitor pede justo eu massa donec dapibus duis at velit eu,39.47,,Yes,42.93,733,733,5/19/2019
734,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,38.77,,No,51.13,734,734,5/31/2019
735,consequat lectus in est risus auctor sed tristique in tempus sit,43.38,,No,35.7,735,735,7/24/2019
736,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,68.06,,Yes,57.47,736,736,12/26/2019
737,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,36.01,,No,50.4,737,737,8/26/2019
738,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,66.29,,No,43.51,738,738,7/24/2019
739,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,60.08,,Yes,55.26,739,739,9/13/2019
740,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,11.96,,No,37.38,740,740,8/18/2019
741,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,34.24,,No,58.0,741,741,5/23/2019
742,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,33.87,,Yes,44.47,742,742,9/23/2019
743,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,66.69,,Yes,29.06,743,743,10/24/2019
744,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,55.47,,Yes,51.85,744,744,11/13/2019
745,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,33.68,,Yes,51.24,745,745,10/26/2019
746,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,11.4,,No,45.62,746,746,9/18/2019
747,sapien quis libero nullam sit amet turpis elementum ligula vehicula,65.93,,Yes,57.56,747,747,5/16/2019
748,ac enim in tempor turpis nec euismod scelerisque quam turpis,63.84,,Yes,50.7,748,748,8/17/2019
749,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,61.27,,Yes,56.52,749,749,11/7/2019
750,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,47.0,,Yes,56.55,750,750,9/1/2019
751,sapien a libero nam dui proin leo odio porttitor id,1.47,,No,67.98,751,751,9/1/2019
752,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,63.48,,No,26.6,752,752,6/11/2019
753,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,68.03,,No,67.45,753,753,5/13/2019
754,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,30.81,,No,48.92,754,754,10/14/2019
755,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,33.77,,Yes,68.32,755,755,11/7/2019
756,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,24.83,,No,47.83,756,756,6/24/2019
757,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,27.95,,No,46.73,757,757,8/7/2019
758,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,43.38,,No,41.15,758,758,7/12/2019
759,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,3.42,,No,67.91,759,759,9/6/2019
760,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,54.12,,Yes,64.61,760,760,5/22/2019
761,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,9.28,,No,66.77,761,761,8/23/2019
762,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,16.22,,No,36.97,762,762,7/19/2019
763,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,29.4,,Yes,58.42,763,763,7/6/2019
764,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,32.3,,No,64.64,764,764,11/30/2019
765,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,75.52,,Yes,49.25,765,765,11/13/2019
766,in tempus sit amet sem fusce consequat nulla nisl nunc,50.57,,No,47.23,766,766,8/27/2019
767,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,29.58,,No,53.94,767,767,9/27/2019
768,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,57.78,,Yes,43.08,768,768,12/24/2019
769,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,72.85,,No,44.83,769,769,10/14/2019
770,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,35.97,,Yes,67.31,770,770,7/24/2019
771,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,23.7,,Yes,55.8,771,771,7/21/2019
772,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,58.08,,No,53.91,772,772,12/4/2019
773,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,52.47,,Yes,50.1,773,773,8/23/2019
774,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,14.6,,No,45.93,774,774,7/24/2019
775,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,37.43,,Yes,40.16,775,775,12/10/2019
776,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,30.17,,Yes,59.57,776,776,7/5/2019
777,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,17.6,,Yes,66.51,777,777,8/8/2019
778,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,13.02,,No,52.4,778,778,8/5/2019
779,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,37.75,,No,53.31,779,779,10/31/2019
780,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,62.8,,Yes,35.77,780,780,10/4/2019
781,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,43.86,,No,51.57,781,781,11/18/2019
782,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,25.91,,No,38.13,782,782,11/22/2019
783,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,55.98,,Yes,47.42,783,783,8/16/2019
784,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,40.74,,Yes,65.72,784,784,7/25/2019
785,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,59.43,,Yes,47.8,785,785,11/23/2019
786,urna ut tellus nulla ut erat id mauris vulputate elementum nullam,31.36,,No,71.77,786,786,10/21/2019
787,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,43.71,,No,46.92,787,787,11/1/2019
788,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,59.25,,No,43.73,788,788,6/22/2019
789,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,55.52,,Yes,43.72,789,789,10/15/2019
790,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,13.47,,Yes,53.87,790,790,9/9/2019
791,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,47.03,,Yes,67.08,791,791,7/16/2019
792,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,23.94,,No,61.04,792,792,11/20/2019
793,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,63.69,,No,43.07,793,793,5/24/2019
794,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,39.36,,No,46.56,794,794,7/21/2019
795,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,17.84,,Yes,34.15,795,795,12/7/2019
796,neque aenean auctor gravida sem praesent id massa id nisl venenatis,48.47,,Yes,62.35,796,796,12/23/2019
797,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,22.76,,Yes,42.18,797,797,9/29/2019
798,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,36.43,,No,49.78,798,798,5/10/2019
799,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,61.64,,Yes,47.04,799,799,11/17/2019
800,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,30.88,,Yes,44.18,800,800,5/4/2019
801,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,63.92,,Yes,60.84,801,801,8/4/2019
802,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,78.11,,No,47.65,802,802,6/30/2019
803,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,74.91,,Yes,47.66,803,803,5/13/2019
804,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,4.58,,Yes,58.75,804,804,9/16/2019
805,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,34.35,,No,45.34,805,805,8/7/2019
806,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,11.41,,Yes,43.09,806,806,8/17/2019
807,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,59.37,,Yes,57.5,807,807,10/13/2019
808,rutrum nulla nunc purus phasellus in felis donec semper sapien a,31.44,,Yes,49.05,808,808,9/16/2019
809,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,72.68,,No,43.3,809,809,10/20/2019
810,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,62.88,,No,23.43,810,810,10/23/2019
811,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,59.45,,Yes,45.84,811,811,7/16/2019
812,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,14.48,,Yes,50.36,812,812,12/16/2019
813,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,14.58,,Yes,65.02,813,813,10/4/2019
814,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,74.51,,Yes,61.83,814,814,10/1/2019
815,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,23.3,,No,57.98,815,815,8/13/2019
816,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,67.49,,No,49.35,816,816,9/30/2019
817,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,1.71,,Yes,46.16,817,817,8/21/2019
818,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,29.9,,No,63.39,818,818,7/7/2019
819,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,75.59,,Yes,48.52,819,819,9/27/2019
820,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,27.63,,No,45.94,820,820,8/2/2019
821,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,28.95,,No,54.73,821,821,5/16/2019
822,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,4.07,,Yes,41.62,822,822,8/1/2019
823,nunc purus phasellus in felis donec semper sapien a libero nam dui,34.06,,Yes,51.4,823,823,12/2/2019
824,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,25.03,,Yes,55.83,824,824,12/28/2019
825,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,33.99,,Yes,48.0,825,825,7/31/2019
826,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,64.52,,No,40.99,826,826,10/31/2019
827,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,3.83,,No,39.45,827,827,7/16/2019
828,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,39.64,,Yes,58.75,828,828,10/10/2019
829,sem duis aliquam convallis nunc proin at turpis a pede posuere,77.94,,No,50.91,829,829,12/10/2019
830,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,17.83,,Yes,32.11,830,830,6/25/2019
831,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,13.7,,No,43.64,831,831,5/20/2019
832,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,79.83,,Yes,52.98,832,832,7/18/2019
